00:26:14:049			outinfectious			3.47173e-05
00:26:15:744			outinfectious			-6.52827e-05
00:26:16:645			outinfectious			3.47173e-05
00:26:18:339			outinfectious			-6.52827e-05
00:26:19:240			outinfectious			3.47173e-05
00:26:20:9359			outinfectious			-6.52827e-05
00:26:21:836			outinfectious			3.47173e-05
00:26:23:530			outinfectious			-6.52827e-05
00:26:24:431			outinfectious			3.47173e-05
00:26:26:125			outinfectious			-6.52827e-05
00:26:27:026			outinfectious			3.47173e-05
00:26:28:721			outinfectious			-6.52827e-05
00:26:29:622			outinfectious			3.47173e-05
00:26:31:316			outinfectious			-6.52827e-05
00:26:32:217			outinfectious			3.47173e-05
00:26:33:912			outinfectious			-6.52827e-05
00:26:34:813			outinfectious			3.47173e-05
00:26:36:507			outinfectious			-6.52827e-05
00:26:37:408   		outinfectious			3.47173e-05
00:26:39:102			outinfectious			-6.52827e-05
00:26:40:0047			outinfectious			3.47173e-05
00:26:41:698			outinfectious			-6.52827e-05
00:26:42:599			outinfectious			3.47173e-05
00:26:44:293   		outinfectious			-6.52827e-05
00:26:45:194			outinfectious			3.47173e-05
00:26:46:889			outinfectious			-6.52827e-05
00:26:47:790			outinfectious			3.47173e-05
00:26:49:484			outinfectious			-6.52827e-05
00:26:50:385   		outinfectious			3.47173e-05
00:26:52:0802			outinfectious			-6.52827e-05
00:26:52:981			outinfectious			3.47173e-05
00:26:54:675   		outinfectious			-6.52827e-05
00:26:55:576			outinfectious			3.47173e-05
00:26:57:270   		outinfectious			-6.52827e-05
00:26:58:171			outinfectious			3.47173e-05
00:26:59:866			outinfectious			-6.52827e-05
00:27:00:767			outinfectious			3.47173e-05
00:27:02:461   		outinfectious			-6.52827e-05
00:27:03:362			outinfectious			3.47173e-05
00:27:05:057			outinfectious			-6.52827e-05
00:27:05:958			outinfectious			3.47173e-05
00:27:07:652			outinfectious			-6.52827e-05
00:27:08:553   		outinfectious			3.47173e-05
00:27:10:247			outinfectious			-6.52827e-05
00:27:11:1499			outinfectious			3.47173e-05
00:27:12:843			outinfectious			-6.52827e-05
00:27:13:744   		outinfectious			3.47173e-05
00:27:15:438   		outinfectious			-6.52827e-05
00:27:16:339			outinfectious			3.47173e-05
00:27:18:034			outinfectious			-6.52827e-05
00:27:18:935   		outinfectious			3.47173e-05
00:27:20:629			outinfectious			-6.52827e-05
00:27:21:530			outinfectious			3.47173e-05
00:27:23:225   		outinfectious			-6.52827e-05
00:27:24:126			outinfectious			3.47173e-05
00:27:25:820			outinfectious			-6.52827e-05
00:27:26:721			outinfectious			3.47173e-05
00:27:28:415			outinfectious			-6.52827e-05
00:27:29:316			outinfectious			3.47173e-05
00:27:31:011			outinfectious			-6.52827e-05
00:27:31:912			outinfectious			3.47173e-05
00:27:33:606			outinfectious			-6.52827e-05
00:27:34:507			outinfectious			3.47173e-05
